S. No,url,Critical Sector Entity Name,Phishing/Suspected Domains (i.e. Class Label)
1028,icicibankservices.com,ICICI Bank,Phishing
1029,m.icici-bank.com/,ICICI Bank,Phishing
1030,lclclc.lc,ICICI Bank,Phishing
1031,icici.autopay.co/,ICICI Bank,Phishing
1032,icicbe.com,ICICI Bank,Phishing
1033,iciholdings.com,ICICI Bank,Phishing
1034,moneyworld.it.com,ICICI Bank,Phishing
1035,icbank-points.cfd,ICICI Bank,Phishing
1036,iciholdings.online,ICICI Bank,Phishing
1037,icici-prudential-mutualfund-dev.conspire.app/,ICICI Bank,Phishing
1038,scsignatureliving.com,ICICI Bank,Phishing
1039,8394bcb5-9c53-4215-b9c3-2c70b159ccfa.icici.de/,ICICI Bank,Phishing
1040,iciciqiv.pages.dev/,ICICI Bank,Phishing
1041,ww1.icicidierct.com/lander,ICICI Bank,Phishing
1042,2084b156-25b2-4493-8565-c3a93c6a21ab.icicibank.live/,ICICI Bank,Phishing
1043,cardsprotection.in/,ICICI Bank,Phishing
1044,points-icici.sbs,ICICI Bank,Phishing
1045,points-icici.xyz,ICICI Bank,Phishing
1046,points-icici.top,ICICI Bank,Phishing
1047,points-icici.click,ICICI Bank,Phishing
1048,points-icici.cfd,ICICI Bank,Phishing
1049,icici-linkpoint.sbs,ICICI Bank,Phishing
1050,ww17.int.icicibamk.com/,ICICI Bank,Phishing
1051,int.icicibamk.com/,ICICI Bank,Phishing
1052,foreveryoung.click,ICICI Bank,Phishing
1053,icici-linkpoint.cfd,ICICI Bank,Phishing
1054,ww17.inrprepaid.icicibamk.com,ICICI Bank,Phishing
1055,ww25.bigdata.icicibamk.com,ICICI Bank,Phishing
1056,sitemap.secureicicidirect.com,ICICI Bank,Phishing
1057,ww25.service.icicibamk.com,ICICI Bank,Phishing
1058,ww25.fastagalogin.icicibamk.com,ICICI Bank,Phishing
1059,ww38.iihc.icicilomboard.com,ICICI Bank,Phishing
1060,account.icicisecurity.com,ICICI Bank,Phishing
1061,california.icicicdirect.com,ICICI Bank,Phishing
1062,ww38.i.icicilomboard.com,ICICI Bank,Phishing
1063,ww38.crm.icicilomboard.com,ICICI Bank,Phishing
1064,ww16.help.icicibamk.com,ICICI Bank,Phishing
1065,ww38.support.icicilomboard.com,ICICI Bank,Phishing
1066,ww38.demo.icicilomboard.com,ICICI Bank,Phishing
1067,ww38.dev.icicilomboard.com,ICICI Bank,Phishing
1068,ww25.staging.icicicdirect.com,ICICI Bank,Phishing
1069,ww38.sitemap.icicilomboard.com,ICICI Bank,Phishing
1070,ww38.administration.icicilomboard.com,ICICI Bank,Phishing
1071,ww38.user.icicilomboard.com,ICICI Bank,Phishing
1072,inrprepaid.icicibsnk.com,ICICI Bank,Phishing
1073,ww25.mobile.icicibamk.com,ICICI Bank,Phishing
1074,www.forum.icicicdirect.com,ICICI Bank,Phishing
1075,ww38.api.icicilomboard.com,ICICI Bank,Phishing
1076,ww38.icicilomboard.com,ICICI Bank,Phishing
1077,ww38.securesmtp.icicilomboard.com,ICICI Bank,Phishing
1078,ww38.smtp.icicilomboard.com,ICICI Bank,Phishing
1079,ww38.partner.icicilomboard.com,ICICI Bank,Phishing
1080,ww38.fastrack.icicilomboard.com,ICICI Bank,Phishing
1081,ww38.tickets.icicilomboard.com,ICICI Bank,Phishing
1082,ww25.collectionsapp.icicibamk.com,ICICI Bank,Phishing
1083,ww38.edison.icicilomboard.com,ICICI Bank,Phishing
1084,ww38.bi.icicilomboard.com,ICICI Bank,Phishing
1085,ww25.forum.icicicdirect.com,ICICI Bank,Phishing
1086,ww38.staging.icicilomboard.com,ICICI Bank,Phishing
1087,arcosdr.iciciprulife.co,ICICI Bank,Phishing
1088,ww25.autodiscover.icicilombard.co,ICICI Bank,Phishing
1089,ww17.fastaglogin.icicibamk.com,ICICI Bank,Phishing
1090,ww25.ww5.icicibamk.com,ICICI Bank,Phishing
1091,www.ilens.icicibamk.com,ICICI Bank,Phishing
1092,ww38.workflow.icicilomboard.com,ICICI Bank,Phishing
1093,ww25.notexistscollectionsapp.icicibamk.com,ICICI Bank,Phishing
1094,ww16.directlink.icicicdirect.com,ICICI Bank,Phishing
1095,ww17.help.icicibamk.com,ICICI Bank,Phishing
1096,ww25.backup.icicicdirect.com,ICICI Bank,Phishing
1097,ww25.log.icicibamk.com,ICICI Bank,Phishing
1098,ww38.nysa.iciciclombard.com,ICICI Bank,Phishing
1099,ww25.itasktrailportal.icicprulife.com,ICICI Bank,Phishing
1100,ww25.cmart.icicibamk.com,ICICI Bank,Phishing
1101,ww25.notexistsautodiscover.icicibamk.com,ICICI Bank,Phishing
1102,ww17.site1.icicibamk.com,ICICI Bank,Phishing
1103,ww16.shop.icicicdirect.com,ICICI Bank,Phishing
1104,ww38.uat.iciciclombard.com,ICICI Bank,Phishing
1105,vmsweb.icicibsnk.com,ICICI Bank,Phishing
1106,ww25.105e7afe-d35c-4f34-9773-887704acf9d1.icicibamk.com,ICICI Bank,Phishing
1107,vkyc.icicibannk.com,ICICI Bank,Phishing
1108,ww25.vpn.icicibamk.com,ICICI Bank,Phishing
1109,acqweb.icicibamk.com,ICICI Bank,Phishing
1110,ww16.help.icicicdirect.com,ICICI Bank,Phishing
1111,ww25.in.icicicdirect.com,ICICI Bank,Phishing
1112,ww25.forums.icicicdirect.com,ICICI Bank,Phishing
1113,ww17.demo.icicicdirect.com,ICICI Bank,Phishing
1114,ww25.temp.icicibamk.com,ICICI Bank,Phishing
1115,ww25.help.icicicdirect.com,ICICI Bank,Phishing
1116,ww17.wiki.icicibamk.com,ICICI Bank,Phishing
1117,ww17.icici.icicibamk.com,ICICI Bank,Phishing
1118,icici-linkpoint.xyz,ICICI Bank,Phishing
1119,icici-linkpoint.click,ICICI Bank,Phishing
1120,icici-linkpoint.top,ICICI Bank,Phishing
1121,icici-linkpoint.lol,ICICI Bank,Phishing
1122,infinity.icicibbank.com/,ICICI Bank,Phishing
1123,icicixltops.com,ICICI Bank,Phishing
1124,www.safeicici.com.elite-investcapital.com/,ICICI Bank,Phishing
1125,homeclub.shop,ICICI Bank,Phishing
1126,simplizi.fr,ICICI Bank,Phishing
1127,icc-online.com,ICICI Bank,Phishing
1128,foreveryoung.online,ICICI Bank,Phishing
1129,iciciibank.top,ICICI Bank,Phishing
1130,icici-paylink.xyz,ICICI Bank,Phishing
1131,icici-paylink.cfd,ICICI Bank,Phishing
1132,icici-paylink.click,ICICI Bank,Phishing
1133,icici-paylink.asia,ICICI Bank,Phishing
1134,bkicici.com,ICICI Bank,Phishing
1135,nclcinvestments.xyz,ICICI Bank,Phishing
1136,icicibcxk.sbs,ICICI Bank,Phishing
1137,icicibazk.top,ICICI Bank,Phishing
1138,icic-oc.org,ICICI Bank,Phishing
1139,iciiinsurance.com,ICICI Bank,Phishing
1140,iciciback.top,ICICI Bank,Phishing
1141,icici.lat,ICICI Bank,Phishing
1142,iciciprulife-online.co.in,ICICI Bank,Phishing
1143,rnydaappdynamics.iciciprulife.co/,ICICI Bank,Phishing
1144,imap2.iciciprulife.co/,ICICI Bank,Phishing
1145,grsqlwebdisk.iciciprulife.co/,ICICI Bank,Phishing
1146,57e0d8d2686c.mail10.iciciprulife.co/,ICICI Bank,Phishing
1147,2df626a5-1a89-4150-92dd-eeaf90838345.random.iciciprulife.co/,ICICI Bank,Phishing
1148,57e0d8d2686c.smx2.iciciprulife.co/,ICICI Bank,Phishing
1149,57e0d8d2686c.notexistsrds1.iciciprulife.co/,ICICI Bank,Phishing
1150,57e0d8d2686c.whatsapp.iciciprulife.co/,ICICI Bank,Phishing
1151,4a17ec06-0f3f-4f59-b221-aa4f44d14059.random.iciciprulife.co/,ICICI Bank,Phishing
1152,shop.icicibannk.com/,ICICI Bank,Phishing
1153,ww25.3.icicibamk.com/,ICICI Bank,Phishing
1154,ww25.dash.icicibamk.com/,ICICI Bank,Phishing
1155,1c1c1c1c.xyz,ICICI Bank,Phishing
1156,fasttaglogin.icicibannk.com/,ICICI Bank,Phishing
1157,ww17.buy.icicibamk.com/,ICICI Bank,Phishing
1158,icicibank.online,ICICI Bank,Phishing
1159,ww7.icicicareer.com/?usid=18&utid=31140704230,ICICI Bank,Phishing
1160,www.icicigroup.shaerepoint.com/,ICICI Bank,Phishing
1161,cemalcici.com,ICICI Bank,Phishing
1162,janficici.com,ICICI Bank,Phishing
1163,cicbankfinance.com,ICICI Bank,Phishing
1164,ww17.iviewnlbs.icicibamk.com/,ICICI Bank,Phishing
1165,ww25.indtantforex.icicibamk.com/,ICICI Bank,Phishing
1166,bentkkgntzww25.lead.icicibamk.com/,ICICI Bank,Phishing
1167,ww25.easypaycollect.icicibamk.com/,ICICI Bank,Phishing
1168,ww38.ext.icicibnk.com/,ICICI Bank,Phishing
1169,icic-in.sbs/in,ICICI Bank,Phishing
1170,www.bk-inc-1.xyz,ICICI Bank,Phishing
1171,bkinc1i.xyz/,ICICI Bank,Phishing
1172,brkinc1s.xyz/,ICICI Bank,Phishing
1173,icici-lms.gvmtechnologies.net,ICICI Bank,Phishing
1174,icici-securitiesgo.vip/,ICICI Bank,Phishing
1175,13.232.20.241,ICICI Bank,Phishing
1176,indiapoinr.top/phone,ICICI Bank,Phishing
1177,icpoinr.top,ICICI Bank,Phishing
1178,icic-in.icu,ICICI Bank,Phishing
1179,getyourgift.cfd,ICICI Bank,Phishing
1180,iciciinsede.com/#/pages/login/login,ICICI Bank,Phishing
1181,visagemstonecreditcards.attoinfotech.com/,ICICI Bank,Phishing
1182,bkinc1y.xyz/,ICICI Bank,Phishing
1183,bkinc1conline.xyz/,ICICI Bank,Phishing
1184,inseebk1.xyz/,ICICI Bank,Phishing
1185,inseebk.xyz/,ICICI Bank,Phishing
1186,bkinseed1.xyz/,ICICI Bank,Phishing
1187,bkinseed.xyz/,ICICI Bank,Phishing
1188,iciciinseded.com,ICICI Bank,Phishing
1189,iciciinsedef.com/#/pages/login/login,ICICI Bank,Phishing
1190,iciciinsedeb.com/#/pages/login/login,ICICI Bank,Phishing
1191,iciciinsedes.com/#/pages/login/login,ICICI Bank,Phishing
1192,iciciinsedee.com/#/pages/login/login,ICICI Bank,Phishing
1193,icici-securitiesit.vip/#/pages/login/login,ICICI Bank,Phishing
1194,icici-securitiesup.vip/#/pages/login/login,ICICI Bank,Phishing
1195,icicistore.co.in/,ICICI Bank,Phishing
1196,icici-securitiesup.vip/,ICICI Bank,Phishing
1197,icici-securitiesit.vip/,ICICI Bank,Phishing
1198,icici-securitiesin.com/,ICICI Bank,Phishing
1199,icici-securitiesit.com/,ICICI Bank,Phishing
1200,icici-securitiesin.vip,ICICI Bank,Phishing
1201,icicibanksite.web.app,ICICI Bank,Phishing
1202,icicisecuritiesex.com/,ICICI Bank,Phishing
1203,cardnetwork.in/,ICICI Bank,Phishing
1204,icicisecuritiesin.com,ICICI Bank,Phishing
1205,icicisecuritiesindia.com,ICICI Bank,Phishing
1206,managemycardicici.in,ICICI Bank,Phishing
1207,icicistorepoint.in,ICICI Bank,Phishing
1208,icici-securities.vip,ICICI Bank,Phishing
1209,icici-investment.com/login,ICICI Bank,Phishing
1210,icicservice.site/,ICICI Bank,Phishing
1211,rewardspointicicibank.com,ICICI Bank,Phishing
1212,icicilombard2024.samaaro.com/ascend2024/users/login,ICICI Bank,Phishing
1213,shopscnw77.github.io/claimpoitns/,ICICI Bank,Phishing
1214,icicilombard.nworx.app/,ICICI Bank,Phishing
1215,icicloanservice.com,ICICI Bank,Phishing
1216,redeemmyclaim.in/icici/,ICICI Bank,Phishing
1217,icicibank-9020.zendesk.com,ICICI Bank,Phishing
1218,rewardsmyclaim.in/icici/,ICICI Bank,Phishing
1219,icicidirect.willjini.com/login,ICICI Bank,Phishing
1220,servicescard.online/,ICICI Bank,Phishing
1221,cardprotections.info/,ICICI Bank,Phishing
1222,redeemspoints.in/icici/,ICICI Bank,Phishing
1223,icici.mycardcare.in,ICICI Bank,Phishing
1224,cpservice.online/,ICICI Bank,Phishing
1225,icireward.com/,ICICI Bank,Phishing
1226,redeemsclaims.in,ICICI Bank,Phishing
1227,redeemclaims.in/icici/,ICICI Bank,Phishing
1228,rewardclaimapp.com/,ICICI Bank,Phishing
1229,www.pysdru.com,ICICI Bank,Phishing
1230,mycardbenifit.in,ICICI Bank,Phishing
1231,cppcard.online/,ICICI Bank,Phishing
1232,icicirewardstore.com,ICICI Bank,Phishing
1233,3e92692b-1692-43e1-a5a6-35313752fa49-00-wrefxn3i7fuk.pike.replit.dev/,ICICI Bank,Phishing
1234,7ddccc4d-f6cb-4b23-ba8f-804627443bbf-00-3jlytvolrbk4u.pike.replit.dev/,ICICI Bank,Phishing
1235,mycardsapp.in,ICICI Bank,Phishing
1236,icicirewardonline.com,ICICI Bank,Phishing
1237,www.krtdsr.com/#/login/login,ICICI Bank,Phishing
1238,81a8e64d-58d2-4d79-aff3-19ac624b530b-00-1nhchjvgh7knk.sisko.replit.dev/,ICICI Bank,Phishing
1239,rewardicici.com,ICICI Bank,Phishing
1240,applyonline-sarvise.online,ICICI Bank,Phishing
1241,icicireward.com,ICICI Bank,Phishing
1242,iciccbevk.shop/in,ICICI Bank,Phishing
1243,airtel8k.xyz,Airtel,Suspected
1244,airtelconnect.in,Airtel,Suspected
